ticker,company,asset,indication,stage,anchor,conf,pres_type,year,parsed_outcome,price_at_catalyst,btd,orphan,priority_review,fast_track,accelerated_approval,gene_therapy,surrogate_endpoint,single_arm_study,safety_signal_severity,ta_bucket_v2,ta_base_score,historical_crl_rate,sponsor_prior_approvals,had_adcom,ppm_flag,src,cap_tier,Drug,Indication,market_cap,size_tier,ta,key,mcap_fmp,si_t1_days_to_cover,si_t1_short_to_adv,si_t1_change_pct,cap_tier_final,conf_full,runup_30d,runup_20d,runup_10d,runup_5d,event_day,post_5d,post_10d,cap_tier_pit,mcap_pit
MDGL,Madrigal Pharmaceuticals Inc.,Resmetirom (MGL-3196) - (MAESTRO-NAFLD-1),Non-Alcoholic Fatty Liver Disease,Phase 3,2025-05-12,EASL,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,MDGL|2025-05-12,6564197884.34,,,,mid,,-10.14,-7.1,-11.06,-3.83,0.24,-1.33,-7.83,mid,6541975333.723389
GILD,Gilead Sciences Inc.,Trodelvy (sacituzumab govitecan-hziy) plus Keytruda (pembrolizumab) - (ASCENT-04/KEYNOTE-D19),Inoperable (unresectable) locally advanced or metastatic triple-negative breast cancer (mTNBC),Phase 3,2025-05-23,ASCO,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,GILD|2025-05-23,115185390000.0,2.58,2.576276946163892,4.68,large,,5.27,3.46,10.14,4.14,2.2,2.03,5.86,large,132776991718.2207
MIRM,Mirum Pharmaceuticals Inc.,Volixibat - (VANTAGE),Pruritus associated with primary biliary cholangitis,Phase 2b,2025-05-09,EASL,unspecified,2025,POSITIVE,,,,,,,,,,,,,,,,,backtest,,,,,,,MIRM|2025-05-09,1965076050.0,17.35,17.35148151967602,-0.85,small,,-1.82,15.64,10.88,3.55,0.73,-0.51,-2.74,mid,2240950318.3023643
ALGS,Aligos Therapeutics Inc.,ALG-055009 - (HERALD),Metabolic dysfunction-associated steatohepatitis (MASH),Phase 2a,2025-05-08,EASL,unspecified,2025,POSITIVE,,,,,,,,,,,,,,,,,backtest,,,,,,,ALGS|2025-05-08,,8.38,8.377630088513317,0.45,,,-54.87,-13.32,-25.21,-27.81,2.75,33.03,30.05,nano,26660533.176414013
GILD,Gilead Sciences Inc.,Livdelzi (Seladelpar) - (ASSURE),Pruritus (itch) in people living with primary biliary cholangitis (PBC),Phase 3,2025-05-08,EASL,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,GILD|2025-05-08,115185390000.0,,,,large,,-9.49,-6.03,-6.83,-4.21,-2.01,1.46,7.93,large,123024591964.9852
ABUS,Arbutus Biopharma Corporation,Imdusiran (AB-729 and VTP-300 with nivolumab) - (IM-PROVE I),Hepatitis B (HBV),Phase 2a,2025-05-08,EASL,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,ABUS|2025-05-08,,,,,,,-1.79,3.79,-1.5,-8.86,-1.82,-5.17,-2.13,small,629974042.1555614
BRNS,Barinthus Biotherapeutics plc American Depositary Shares,Imdusiran (AB-729 and VTP-300 with nivolumab) - (IM-PROVE I),Hepatitis B (HBV),Phase 2a,2025-05-08,EASL,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,BRNS|2025-05-08,,,,,,,-6.62,44.14,21.3,-9.19,-12.41,-12.12,-18.17,nano,39936001.43470645
MNPR,Monopar Therapeutics Inc.,ALXN1840 (WTX101) - (FoCus),Wilson disease,Phase 3,2025-05-07,EASL,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,MNPR|2025-05-07,,,,,,,3.19,34.09,-6.49,-7.27,9.26,-4.31,-8.3,micro,237147991.4551392
AZN,AstraZeneca PLC,ALXN1840 (WTX101) - (FoCus),Wilson disease,Phase 3,2025-05-07,EASL,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,AZN|2025-05-07,203112000000.0,,,,large,,-5.84,4.94,2.35,-4.6,-3.48,-4.66,-0.5,,
PPBT,Purple Biotech Ltd.,CM24 and OPDIVO (nivolumab),2L metastatic pancreatic cancer (PDAC),Phase 2,2025-04-30,AACR,unspecified,2025,NEGATIVE,,,,,,,,,,,,,,,,,backtest,,,,,,,PPBT|2025-04-30,,,,,,,-6.26,-4.13,1.24,-5.28,-7.15,-11.5,-11.5,small,1308852755.109347
NVCT,Nuvectis Pharma Inc.,NXP900 with Osimertinib,Non-small cell lung cancer (NSCLC),Phase 1,2025-04-30,AACR,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,NVCT|2025-04-30,,,,,,,9.43,10.48,8.39,-0.77,-6.87,-15.2,-10.55,micro,244145271.5768242
PFE,Pfizer Inc.,Vepdegestrant (ARV-471) - (VERITAC-2),Breast cancer,Phase 3,2025-06-02,ASCO,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,PFE|2025-06-02,150265920000.0,,,,large,,6.1,-2.93,2.89,0.73,-0.6,2.04,3.87,large,133549236337.35307
SANA,Sana Biotechnology Inc.,UP421,Type 1 diabetes,Phase 1,2025-06-23,ADA,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,SANA|2025-06-23,,,,,,,44.2,30.5,-8.1,0.77,13.79,4.6,49.04,small,588699515.5282991
INCY,Incyte Corporation,INCA033989,Myelofibrosis (MF),Phase 1,2025-06-15,EHA,unspecified,2025,UNKNOWN,,False,False,False,False,False,False,False,False,0.0,LOW,0.061,0.460227273,0.0,False,False,backtest,,,,,,,INCY|2025-06-15,14305087699.999998,3.85,3.8456688740726266,-2.88,large,,8.35,7.01,3.74,-3.06,1.56,1.86,1.45,large,13114363028.5
GMAB,Genmab A/S,EPCORE (Epcoritamab) - (EPCORE  NHL-2),Non-Hodgkin lymphoma (NHL),Phase 1/2,2025-06-15,EHA,unspecified,2025,UNKNOWN,,False,False,False,False,False,False,False,False,2.5,LOW,0.061,0.460839955,0.0,False,False,backtest,,,,,,,GMAB|2025-06-15,97160077740.03,1.97,1.9679382051665977,-7.87,large,,6.24,14.79,4.82,2.56,-3.46,-9.11,-9.11,,
BMEA,Biomea Fusion Inc.,BMF-500 - (COVALENT-103),Acute myeloid leukemia (AML),Phase 1,2025-06-13,EHA,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,BMEA|2025-06-13,,,,,,,28.57,82.52,81.25,4.82,0.77,-35.25,-31.03,micro,98063568.55851412
ELVN,Enliven Therapeutics Inc.,ELVN-001 - (ENABLE),Chronic Myeloid Leukemia (CML),Phase 1,2025-06-13,EHA,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,ELVN|2025-06-13,1059142500.0,,,,small,,-0.96,10.33,10.64,-5.21,17.45,3.2,2.03,small,964701604.7926254
SNDX,Syndax Pharmaceuticals Inc.,SNDX-5613 - (AUGMENT-102) - (BEAT AML),MLLr or NPM1 acute leukemias,Phase 1/2,2025-06-12,EHA,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,SNDX|2025-06-12,1131922840.0,,,,small,,-22.97,17.46,2.64,-2.33,-5.96,-13.03,-17.06,small,937917161.2755032
NRIX,Nurix Therapeutics Inc.,Bexobrutideg (NX-5948),Relapsed/Refractory Waldenstrom's Macroglobulinemia,Phase 1/2,2025-06-12,EHA,unspecified,2025,UNKNOWN,,False,False,False,False,False,False,False,False,0.0,LOW,0.061,0.45890411,0.0,False,False,backtest,,,,,,,NRIX|2025-06-12,,18.28,18.279188805200366,-0.2,,,9.54,31.84,18.7,1.04,-5.54,-9.03,-7.84,small,965357185.0671388
CABA,Cabaletta Bio Inc.,Rese-cel (resecabtagene autoleucel (CABA-201) - (RESET-Myositis),"Active idiopathic inflammatory myopathy (IIM, or myositis)",Phase 1/2,2025-06-11,EULAR,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,CABA|2025-06-11,,2.27,2.266222896020325,12.2,,,83.59,78.03,25.67,6.33,-23.4,-26.38,-27.66,micro,119246282.51076078
FATE,Fate Therapeutics Inc.,FT819,B-cell Leukemias and Lymphomas,Phase 1b,2025-06-11,EULAR,unspecified,2025,POSITIVE,,,,,,,,,,,,,,,,,backtest,,,,,,,FATE|2025-06-11,,,,,,,42.74,67.0,31.5,17.61,-16.17,-27.54,-34.13,micro,191437141.8204844
ANAB,AnaptysBio Inc.,Rosnilimab (ANB030) - (RENOIR),Rheumatoid arthritis,Phase 2b,2025-06-04,ASCO,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,ANAB|2025-06-04,375777732.96,14.73,14.731308829834203,4.27,small,,8.96,16.93,11.44,12.56,-10.14,0.32,-0.57,small,691029279.3693237
INAB,IN8bio Inc.,INB-200,Glioblastoma,Phase 1,2025-06-02,ASCO,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,INAB|2025-06-02,,,,,,,-7.87,-12.57,15.28,2.3,-16.63,-30.79,-50.34,nano,13434247.885133743
ELDN,Eledon Pharmaceuticals Inc.,Tegoprubart (AT-1501) - (BESTOW),Kidney transplant rejection,Phase 2,2025-11-06,ASN,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,ELDN|2025-11-06,,,,,,,63.16,35.23,22.49,-7.36,-48.88,-56.33,-65.51,micro,241323565.8136964
ARVN,Arvinas Inc.,Vepdegestrant (ARV-471) - (VERITAC-2),Breast cancer,Phase 3,2025-06-02,ASCO,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,ARVN|2025-06-02,,,,,,,-16.28,-6.74,10.94,10.6,-2.78,8.75,2.36,small,525537994.0779972
GILD,Gilead Sciences Inc.,Trodelvy (sacituzumab govitecan-hziy) plus Keytruda (pembrolizumab) - (ASCENT-04/KEYNOTE-D19),Inoperable (unresectable) locally advanced or metastatic triple-negative breast cancer (mTNBC),Phase 3,2025-06-02,ASCO,unspecified,2025,NEGATIVE,,,,,,,,,,,,,,,,,backtest,,,,,,,GILD|2025-06-02,115185390000.0,,,,large,,5.3,6.17,7.4,2.52,-0.68,2.65,0.68,large,136931719917.38223
MRK,Merck & Company Inc.,Trodelvy (sacituzumab govitecan-hziy) plus Keytruda (pembrolizumab) - (ASCENT-04/KEYNOTE-D19),Inoperable (unresectable) locally advanced or metastatic triple-negative breast cancer (mTNBC),Phase 3,2025-06-02,ASCO,unspecified,2025,NEGATIVE,,,,,,,,,,,,,,,,,backtest,,,,,,,MRK|2025-06-02,251883360000.0,2.66,2.6556517682426626,-16.24,large,,-1.49,-7.62,1.03,-0.95,0.39,3.24,5.36,large,192947632284.8489
CLLS,Cellectis S.A.,ALLO-316 - (TRAVERSE),Clear cell renal cell carcinoma (ccRCC),Phase 1b,2025-06-02,ASCO,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,CLLS|2025-06-02,,,,,,,0.69,-8.18,-7.59,-0.68,0.0,-2.05,-4.79,micro,104756756.1970911
AMGN,Amgen Inc.,Tarlatamab (AMG 757) - (DeLLphi-304),Small cell lung cancer (SCLC),Phase 3,2025-06-02,ASCO,unspecified,2025,NEGATIVE,,,,,,,,,,,,,,,,,backtest,,,,,,,AMGN|2025-06-02,141006240000.0,,,,large,,3.93,2.47,5.79,6.08,0.48,0.62,2.56,large,154956145146.96277
ALLO,Allogene Therapeutics Inc.,ALLO-316 - (TRAVERSE),Clear cell renal cell carcinoma (ccRCC),Phase 1b,2025-06-02,ASCO,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,ALLO|2025-06-02,,,,,,,-19.31,-31.18,5.41,10.38,15.38,20.51,17.09,micro,255915037.14309204
XLO,Xilio Therapeutics Inc.,Vilastobart (XTX101) with atezolizumab,Microsatellite stable colorectal cancer (MSS CRC),Phase 1/2,2025-06-02,ASCO,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,XLO|2025-06-02,,1.3,1.3008788322559544,-35.08,,,42.4,42.67,24.52,21.1,-36.85,-34.58,-35.91,micro,55407030.41685404
AZN,AstraZeneca PLC,Camizestrant - (SERENA-6),Hormone Receptor-Positive/Human Epidermal Growth Factor Receptor 2-Negative (HR+/HER2-) Metastatic Breast Cancer (mBC),Phase 3,2025-06-01,ASCO,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,AZN|2025-06-01,203112000000.0,1.56,1.557351535504339,-5.76,large,,1.22,-3.57,5.24,-1.22,0.69,3.55,4.84,,
GH,Guardant Health Inc.,Camizestrant - (SERENA-6),Hormone Receptor-Positive/Human Epidermal Growth Factor Receptor 2-Negative (HR+/HER2-) Metastatic Breast Cancer (mBC),Phase 3,2025-06-01,ASCO,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,GH|2025-06-01,,5.49,5.488535915190639,-2.74,,,-9.67,-13.3,-0.12,6.89,12.73,21.94,21.37,mid,5032332255.573292
THAR,Canton Strategic Holdings Inc Com Par,TH104 (AV104),Primary biliary cholangitis (PBC),Phase 2,2025-05-31,EASL,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,THAR|2025-05-31,,,,,,,28.32,-5.23,9.02,6.62,7.59,10.34,-8.97,,
AGEN,Agenus Inc.,Botensilimab plus balstilimab - (BATTMAN),Relapsed/refractory microsatellite stable colorectal cancer with no active liver metastases (r/r MSS CRC NLM),Phase 2,2025-05-31,ASCO,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,AGEN|2025-05-31,58836020.00000001,,,,micro,,64.9,10.29,-1.44,-10.21,45.77,61.81,49.85,micro,94039797.3302722
CATX,Isoray. (DE),[212Pb]VMT-±-NET,Neuroendocrine tumors (NETs),Phase 1,2026-01-09,ASCO-GI,unspecified,2026,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,CATX|2026-01-09,,8.08,8.081286030790421,0.01,,,28.31,10.2,0.0,0.72,-14.23,-17.08,-7.83,micro,208889747.6463461
BLUE,bluebird bio Inc.,Betibeglogene autotemcel (beti-cel) (LentiGlobin) - (HGB-207 Northstar-2),non-²0/²0 transfusion-dependent thalassemia (TDT),Phase 3,2017-06-23,EHA,unspecified,2017,UNKNOWN,72.54,,,,,,,,,,,,,,,,backtest,,,,,,,BLUE|2017-06-23,80806260.0,,,,micro,,35.97,48.5,5.9,8.97,-6.24,-11.35,-20.68,,
IOVA,Iovance Biotherapeutics Inc.,AMTAGVI (Lifileucel (LN-144)) - (TILVANCE-301),Refractory metastatic melanoma,Phase 2,2017-06-05,ASCO,unspecified,2017,UNKNOWN,6.15,,,,,,,,,,,,,,,,backtest,,,,,,,IOVA|2017-06-05,2145089800.0,,,,mid,,-6.06,2.48,6.9,9.73,0.0,-2.42,7.26,small,386577676.1074448
BMY,Bristol-Myers Squibb Company,BREYANZI (lisocabtagene maraleucel),Relapsed or refractory (R/R) large B-cell lymphoma,Phase 1/2,2017-06-05,ASCO,poster,2017,UNKNOWN,44.68,,,,,,,,,,,,,,,,backtest,,,,,,,BMY|2017-06-05,114647120000.0,,,,large,,2.79,-0.33,1.76,1.85,-6.02,-1.11,0.45,large,90559474167.2884
BLUE,bluebird bio Inc.,ABECMA (idecabtagene vicleucel),Relapsed/refractory multiple myeloma,Phase 1,2017-06-05,ASCO,unspecified,2017,UNKNOWN,59.13,,,,,,,,,,,,,,,,backtest,,,,,,,BLUE|2017-06-05,80806260.0,,,,micro,,2.12,-6.81,2.06,6.92,16.7,30.48,33.87,,
MRK,Merck & Company Inc.,LYNPARZA (olaparib),Breast cancer,Phase 3,2017-06-04,ASCO,late-breaking,2017,NEGATIVE,52.7,,,,,,,,,,,,,,,,backtest,,,,,,,MRK|2017-06-04,251883360000.0,,,,large,,5.8,2.34,2.65,0.86,-1.23,-1.65,-2.74,large,179071221805.22955
HALO,Halozyme Therapeutics Inc.,HALO-301,Pancreatic cancer,Phase 2,2017-06-04,ASCO,oral,2017,UNKNOWN,12.67,,,,,,,,,,,,,,,,backtest,,,,,,,HALO|2017-06-04,6063598870.0,,,,mid,,-4.55,-9.36,-1.78,2.18,0.79,1.34,11.75,small,1646371620.0240326
AZN,AstraZeneca PLC,LYNPARZA (olaparib),Breast cancer,Phase 3,2017-06-04,ASCO,late-breaking,2017,NEGATIVE,29.59,,,,,,,,,,,,,,,,backtest,,,,,,,AZN|2017-06-04,203112000000.0,,,,large,,18.76,13.81,1.22,3.72,1.82,-0.74,0.95,,
JNJ,Johnson & Johnson,ZYTIGA (abiraterone acetate) - LATITUDE,metastatic hormone-naïve prostate cancer (mHNPC),Phase 3,2017-06-03,ASCO,unspecified,2017,UNKNOWN,114.03,,,,,,,,,,,,,,,,backtest,,,,,,,JNJ|2017-06-03,345062382000.0,,,,large,,6.83,5.32,2.43,2.49,0.58,1.34,3.07,large,350413812109.0357
LCTX,"Lineage Cell Therapeutics, Inc.",OpRegen,Dry age-related macular degeneration (AMD),Phase 2,2017-05-09,ARVO,unspecified,2017,UNKNOWN,3.14,,,,,,,,,,,,,,,,backtest,,,,,,,LCTX|2017-05-09,,,,,,,-5.83,-7.81,-10.5,-3.76,-0.65,5.21,8.79,micro,297802357.5495243
ACTU,Actuate Therapeutics Inc.,Elraglusib (9-ING-41) - (ACTUATE-1801),Pancreatic Cancer (combined with GnP),Phase 2,2026-01-12,ASCO-GI,unspecified,2026,NEGATIVE,,,,,,,,,,,,,,,,,backtest,,,,,,,ACTU|2026-01-12,,,,,,,-11.01,-17.25,-5.1,-3.15,-10.1,-9.45,-11.24,micro,142725543.31643057
LLY,Eli Lilly and Company,KEYTRUDA (pembrolizumab) + chemo,First-Line Nonsquamous Non-small cell lung cancer (NSCLC),Phase 2,2017-09-08,ESMO,unspecified,2017,UNKNOWN,75.09,,,,,,,,,,,,,,,,backtest,,,,,,,LLY|2017-09-08,695267060000.0,,,,large,,-1.78,-0.62,3.4,0.31,1.34,1.1,2.91,large,89774639501.74548
RNXT,RenovoRx Inc.,RenovoGem - (TIGeR-PaC),Locally advanced pancreatic cancer (LAPC),Phase 3,2026-01-08,ASCO-GI,unspecified,2026,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,RNXT|2026-01-08,,,,,,,28.56,5.21,10.99,20.22,10.89,1.98,-1.41,nano,36980054.81082249
JAZZ,Jazz Pharmaceuticals plc,Ziihera (zanidatamab-hrii) - (HERIZON-GEA-01),First-line HER2-positive gastroesophageal adenocarcinoma (GEA),Phase 3,2026-01-08,ASCO-GI,late-breaking,2026,NEGATIVE,,,,,,,,,,,,,,,,,backtest,,,,,,,JAZZ|2026-01-08,7615349700.0,,,,mid,,-6.37,4.38,-0.06,-0.37,-4.87,1.06,-0.39,large,10405245650.024414
ZYME,Zymeworks Inc.,Ziihera (zanidatamab-hrii) - (HERIZON-GEA-01),First-line HER2-positive gastroesophageal adenocarcinoma (GEA),Phase 3,2026-01-08,ASCO-GI,late-breaking,2026,NEGATIVE,,,,,,,,,,,,,,,,,backtest,,,,,,,ZYME|2026-01-08,1110395409.8400002,,,,small,,-0.56,-3.72,-7.24,-5.62,-6.76,-4.91,-6.48,small,1854764591.522295
ONC,BeOne Medicines Ltd.,Ziihera (zanidatamab-hrii) - (HERIZON-GEA-01),First-line HER2-positive gastroesophageal adenocarcinoma (GEA),Phase 3,2026-01-08,ASCO-GI,late-breaking,2026,NEGATIVE,,,,,,,,,,,,,,,,,backtest,,,,,,,ONC|2026-01-08,19447746480.0,,,,large,,0.35,4.76,6.9,9.89,1.2,1.32,1.63,large,514485615540.9636
AGEN,Agenus Inc.,AGEN1571 with botensilimab and balstilimab - (C-800-01),Solid tumors,Phase 1b,2025-12-23,ESMO,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,AGEN|2025-12-23,58836020.00000001,5.17,5.171584318448325,56.5,micro,,-16.63,-18.18,-10.46,-5.65,-4.56,-10.54,6.84,micro,119369304.66567113
ATOS,Atossa Therapeutics Inc.,(Z)-Endoxifen - (RECAST DCIS),Ductal Carcinoma In Situ (DCIS),Phase 2,2025-12-15,SABCS,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,ATOS|2025-12-15,,,,,,,-7.2,3.17,11.23,5.63,-12.2,-13.09,-24.72,micro,107212280.2775004
INTS,Intensity Therapeutics Inc.,INT230-6 - (INVINCIBLE-4),Triple Negative Breast Cancer,Phase 1,2025-12-11,SABCS,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,INTS|2025-12-11,,,,,,,106.15,7.42,38.75,19.46,-14.55,-24.07,-28.58,nano,33035730.750000004
NTRA,Natera Inc.,IBRANCE (palbociclib) - (PALLAS),Early stage breast cancer,Phase 3,2025-12-10,SABCS,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,NTRA|2025-12-10,,,,,,,24.24,13.94,-0.41,-1.13,-1.9,-4.26,0.0,large,32506546772.97531
PFE,Pfizer Inc.,IBRANCE (palbociclib) - (PALLAS),Early stage breast cancer,Phase 3,2025-12-10,SABCS,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,PFE|2025-12-10,150265920000.0,,,,large,,3.39,-0.71,-1.52,-0.94,1.86,-1.14,-1.18,large,144018971858.37494
AAPG,Ascentage Pharma Group International,Olverembatinib - (POLARIS-1),Acute lymphoblastic leukemia (ALL),Phase 3,2025-12-09,ASH,unspecified,2025,UNKNOWN,,False,False,False,False,False,False,False,False,0.0,LOW,0.061,0.464025026,0.0,False,False,backtest,,,,,,,AAPG|2025-12-09,,1.0,0.366081604741281,-43.92,,,-9.4,-3.36,-2.25,-3.48,-5.84,-5.97,-10.95,large,10904226465.11558
NVS,Novartis AG,Ianalumab - (VAYHIT2),Primary immune thrombocytopenia (ITP),Phase 3,2025-12-09,ASH,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,NVS|2025-12-09,196399021420.0,,,,large,,0.8,2.33,2.87,-1.6,0.78,3.73,6.88,large,257097363795.6636
BMY,Bristol-Myers Squibb Company,Bempegaldesleukin (NKTR-214) + OPDIVO (nivolumab) - (PIVOT-2),"Urothelial carcinoma, Melanoma, Renal Cell Carcinoma and Non-Small Cell Lung Cancers",Phase 1/2,2017-11-12,SITC,unspecified,2017,UNKNOWN,52.72,,,,,,,,,,,,,,,,backtest,,,,,,,BMY|2017-11-12,114647120000.0,,,,large,,-5.73,-4.38,0.03,-1.33,0.64,-0.1,2.73,large,99609544497.52222
BMY,Bristol-Myers Squibb Company,OPDIVO (nivolumab) + YERVOY (ipilimumab),First-line Non-small cell lung cancer (NSCLC),Phase 3,2018-06-04,ASCO,unspecified,2018,POSITIVE,45.05,,,,,,,,,,,,,,,,backtest,,,,,,,BMY|2018-06-04,114647120000.0,,,,large,,3.83,3.51,0.8,0.68,-2.28,-0.02,0.98,large,86843030019.41544
BLUE,bluebird bio Inc.,LYFGENIA (lovotibeglogene autotemcel),Sickle cell disease,Phase 1,2017-12-10,ASH,unspecified,2017,UNKNOWN,130.7,,,,,,,,,,,,,,,,backtest,,,,,,,BLUE|2017-12-10,80806260.0,,,,micro,,21.56,12.78,2.03,5.45,11.57,7.71,5.81,,
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of),CABOMETYX (Cabozantinib),Advanced hepatocellular cancer (HCC),Phase 3,2018-01-16,ASCO-GI,unspecified,2018,POSITIVE,25.04,,,,,,,,,,,,,,,,backtest,,,,,,,TAK|2018-01-16,7159101492114.998,,,,large,,5.75,4.72,2.85,-0.14,-0.68,2.8,2.39,,
TGTX,TG Therapeutics Inc.,BRIUMVI - (Ublituximab),Multiple Sclerosis,Phase 2,2017-04-28,AAN,unspecified,2017,UNKNOWN,11.05,,,,,,,,,,,,,,,,backtest,,,,,,,TGTX|2017-04-28,4374041700.0,,,,mid,,-14.03,4.37,20.71,16.02,-8.79,-15.9,-1.67,small,798456624.5057726
EXEL,Exelixis Inc.,CABOMETYX (Cabozantinib),Advanced hepatocellular cancer (HCC),Phase 3,2018-01-16,ASCO-GI,unspecified,2018,POSITIVE,29.65,,,,,,,,,,,,,,,,backtest,,,,,,,EXEL|2018-01-16,9852319100.0,,,,mid,,12.19,17.07,-0.07,3.69,-9.51,0.07,0.39,mid,8998842113.291157
ARGX,argenx SE,Cusatuzumab (ARGX-110) and VIDAZA (Azacitidine) - (CULMINATE),Acute myeloid leukemia (AML),Phase 1/2,2017-12-11,ASH,unspecified,2017,UNKNOWN,54.47,,,,,,,,,,,,,,,,backtest,,,,,,,ARGX|2017-12-11,36811440000.0,,,,large,,32.39,26.09,17.89,-0.72,80.62,90.67,101.58,,
BMY,Bristol-Myers Squibb Company,BREYANZI (lisocabtagene maraleucel),Relapsed or refractory (R/R) large B-cell lymphoma,Phase 1/2,2017-12-11,ASH,unspecified,2017,UNKNOWN,54.47,,,,,,,,,,,,,,,,backtest,,,,,,,BMY|2017-12-11,114647120000.0,,,,large,,4.14,2.56,1.31,-0.08,1.38,-0.03,-1.86,large,102162792027.43336
TGTX,TG Therapeutics Inc.,UKONIQ (umbralisib) + KEYTRUDA (pembrolizumab) + Ublituximab (TG-1101),Relapsed or refractory Chronic Lymphocytic Leukemia (CLL),Phase 1/2,2017-12-11,ASH,poster,2017,UNKNOWN,8.25,,,,,,,,,,,,,,,,backtest,,,,,,,TGTX|2017-12-11,4374041700.0,,,,mid,,4.29,0.59,11.84,4.29,-5.29,-1.18,-0.59,small,600544269.5
FBIO,Fortress Biotech Inc.,CAEL101,AL amyloidosis,Phase 1/2,2017-12-11,ASH,unspecified,2017,UNKNOWN,3.65,,,,,,,,,,,,,,,,backtest,,,,,,,FBIO|2017-12-11,42191519.99999999,,,,nano,,-4.21,-6.67,-9.23,-4.21,-2.75,-4.95,-10.44,micro,184389665.76695403
GERN,Geron Corporation,RYTELO (imetelstat) - (IMerge),Myelodysplastic syndromes with transfusion-dependent (TD) anemia,Phase 2/3,2017-12-11,ASH,poster,2017,UNKNOWN,1.99,,,,,,,,,,,,,,,,backtest,,,,,,,GERN|2017-12-11,2286956820.0,,,,mid,,-1.46,-1.46,5.18,7.41,-2.96,-1.48,-7.39,small,323240577.86434126
AFMD,Affimed N.V.,AFM13 with KEYTRUDA (pembrolizumab),Hodgkin Lymphoma - Cancer,Phase 1b,2017-12-11,ASH,poster,2017,UNKNOWN,1.5,,,,,,,,,,,,,,,,backtest,,,,,,,AFMD|2017-12-11,,,,,,,-1.27,-2.5,0.0,-2.5,-35.9,-35.9,-35.9,,
APVO,Aptevo Therapeutics Inc.,Mipletamig in combination with venetoclax and azacitidine - (RAINIER),Acute myeloid leukemia (AML),Phase 1/2,2025-12-09,ASH,unspecified,2025,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,APVO|2025-12-09,,,,,,,-10.67,-14.1,13.56,5.51,-10.45,-17.91,-23.88,nano,22579662.74563874
NKTR,Nektar Therapeutics,Bempegaldesleukin (NKTR-214) + OPDIVO (nivolumab) - (PIVOT-2),"Urothelial carcinoma, Melanoma, Renal Cell Carcinoma and Non-Small Cell Lung Cancers",Phase 1/2,2017-11-12,SITC,unspecified,2017,UNKNOWN,37.1,,,,,,,,,,,,,,,,backtest,,,,,,,NKTR|2017-11-12,,,,,,,31.21,37.3,38.24,33.86,21.72,42.77,60.37,mid,5117700347.5
