"ticker","cik","company","catalyst_type","catalyst_date","date_precision","drug","indication","source","source_url","snippet","confidence","redistribute","retrieved_at","conference","pres_type","date_basis","sources","urls","category","market_cap","price","wk52_high","wk52_low","wk52_pos","avg_volume","cash","cash_runway_months","runway_label","runway_source","runway_end","runway_guidance_url","dilution_risk","change_status","change_type","change_detail","last_checked","data_flags","formerly","outcome","outcome_date","outcome_source","qa_flag"
"BTAI","0001720893","BioXcel Therapeutics, Inc.","PDUFA","2026-11-14","day","Sublingual film containing dexmedetomidine","Agitation","sec_edgar","https://www.sec.gov/Archives/edgar/data/1720893/000110465926061773/tm2614679d1_ex99-1.htm","026. In the quarter ended on March 31, the FDA accepted the Company s supplemental New Drug Application (sNDA) for IGALMI for at-home use in the acute treatment of agitation associated with bipolar disorders or schizophrenia and assigned a PDUFA target action date of November 14, 2026. The first quarter was marked by tremendous progress, achieving a major regulatory milestone and developing the IGALMI commercial launch plan for the at-home setting, said Vimal Mehta, Ph.D., Chief Executive Officer of BioXcel Therapeutics","0.9","True","2026-07-24T11:28:44Z","","","","curated_pharma;sec_edgar","https://ir.bioxceltherapeutics.com/news-releases/news-release-details/bioxcel-therapeutics-provides-business-update-and-reports-first;https://www.sec.gov/Archives/edgar/data/1720893/000110465926061773/tm2614679d1_ex99-1.htm","drug","26872775","0.8703","8.08","0.737","1.8","344800.0","17180000","3.6","~4 mo (estimated)","estimated","2026-11-10","","HIGH — runway ends before this catalyst","","","","2026-07-24T12:34:14Z","","","","","",""
"UNCY","0001766140","Unicycive Therapeutics, Inc.","PDUFA","2026-06-29","day","Oxylanthanum Carbonate","Chronic Kidney Disease Requiring Chronic Dialysis","sec_edgar","https://www.sec.gov/Archives/edgar/data/1766140/000121390026054736/ea029027701ex99-1.htm","t Quarter 2026 Financial Results and Provides Business Update - U.S. Food and Drug Administration (FDA) review of oxylanthanum carbonate (OLC) New Drug Application (NDA) resubmission remains on track, with a Prescription Drug User Fee Act (PDUFA) target action date of June 29, 2026 - Commercial readiness activities continue in anticipation of the potential commercial launch of OLC MOUNTAIN VIEW, Calif., May 12, 2026 -- Unicycive Therapeutics, Inc. (Nasdaq: UNCY), a clinical-stage biotechnology company developing ther","0.9","True","2026-07-24T11:28:05Z","","","","fmp_news;sec_edgar","https://seekingalpha.com/article/4907351-unicycive-therapeutics-uncy-stock-catalyst-play-with-real-fundamental-upside;https://www.sec.gov/Archives/edgar/data/1766140/000121390026054736/ea029027701ex99-1.htm","drug","145782147","5.46","8.74","3.71","34.8","633437.0","54586000","22.9","into 2027","company-guided","2027-12-15","https://www.sec.gov/Archives/edgar/data/1766140/000121390026054736/ea029027701ex99-1.htm","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 21M -> SEC 27M sh (2026-05-12)","","","","",""
"MLYS","0001933414","Mineralys Therapeutics, Inc.","PDUFA","2026-12-22","day","lorundrostat","Hypertension","sec_edgar","https://www.sec.gov/Archives/edgar/data/1933414/000193341426000048/mlys202603068kex991.htm","EX-99.1 2 mlys202603068kex991.htm EX-99.1 Document Exhibit 99.1 Mineralys Therapeutics Announces FDA Acceptance of NDA for Lorundrostat for Treatment of Adults with Hypertension and Topline Explore-OSA Trial Results The FDA assigned a PDUFA target action date of December 22, 2026 The NDA is based on positive data from a successful clinical program demonstrating favorable safety and blood pressure reduction in adults with hypertension Topline results from the Phase 2 Explore-OSA exploratory trial did not reduce AHI","0.9","True","2026-07-24T11:28:33Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1933414/000193341426000048/mlys202603068kex991.htm","drug","2227448727","27.0","47.65","12.59","41.1","853548.0","646060000","56.8","~57 mo (estimated)","estimated","2031-04-15","","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 66M -> SEC 82M sh (2026-04-27)","","","","",""
"CORT","0001088856","CORCEPT THERAPEUTICS INC","PDUFA","2026-07-11","day","Relacorilant","Hypercortisolism","sec_edgar","https://www.sec.gov/Archives/edgar/data/1088856/000119312526018704/d96058dex991.htm","hout increased safety burden Relacorilant s New Drug Application (NDA) is under review by the U.S. Food and Drug Administration (FDA) as a treatment for patients with platinum-resistant ovarian cancer with a Prescription Drug User Fee Act (PDUFA) target action date of July 11, 2026 Relacorilant s Marketing Authorization Application (MAA) for patients with platinum-resistant ovarian cancer is also under review by the European Medicines Agency (EMA) REDWOOD CITY , Calif., (Jan. 22, 2026) Corcept Therapeutics Incorporat","0.9","True","2026-07-24T11:29:02Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1088856/000119312526018704/d96058dex991.htm","drug","10376644320","96.66","97.05","28.66","99.4","981082.0","338184000","","","","","","","","resolved","FDA-confirmed approval 2026-03-25 (NDA220641); PDUFA was 2026-07-11","2026-07-24T12:34:14Z","","","Approved","2026-03-25","https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=220641",""
"OTLK","0001649989","Outlook Therapeutics, Inc.","PDUFA","2026-07-29","day","bevacizumab","Neovascular Age-related Macular Degeneration","sec_edgar","https://www.sec.gov/Archives/edgar/data/1649989/000110465926074346/tm2618010d1_8k.htm","ogics License Application (the BLA ) for ONS-5010 (bevacizumab-vikg). The FDA determined that the BLA is a Class 1 review, which results in a 60-day review period from the date of resubmission. The FDA set a Prescription Drug User Fee Act (PDUFA) goal date of July 29, 2026. Item 9.01. Financial Statements and Exhibits. (d) Exhibits Exhibit No. Description 99.1 Press Release, dated June 16, 2026 104 Cover Page Interactive Data File (embedded within the Inline XBRL document). SIGNATURES Pursuant to the require","0.9","True","2026-07-24T11:27:33Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1649989/000110465926074346/tm2618010d1_8k.htm","drug","159539493","1.32","3.39","0.161","35.9","6003116.0","7748226","2.0","~12+ months (company-stated, non-specific)","company-guided","","https://www.sec.gov/Archives/edgar/data/1649989/000110465926062632/otlk-20260331x10q.htm","ELEVATED — under 12 months","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 41M -> SEC 121M sh (2026-05-12)","","","","",""
"NUVL","0001861560","Nuvalent","PDUFA","2026-09-18","day","Neladalkib","Non-small Cell Lung Cancer","sec_edgar","https://www.sec.gov/Archives/edgar/data/1861560/000119312526073304/nuvl-ex99_1.htm","estones, and Reports Fourth Quarter and Full Year 2025 Financial Results Commercial preparations well underway to support potential U.S. launch of zidesamtinib in TKI pre-treated advanced ROS1-positive NSCLC population, pending FDA review; PDUFA target action date of September 18, 2026 NDA submission for neladalkib in TKI pre-treated advanced ALK-positive NSCLC population planned for the first half of 2026 Submission for potential label expansion of zidesamtinib in TKI-na ve advanced ROS1-positive NSCLC population planne","0.9","True","2026-07-24T11:28:32Z","","","","curated_pharma;fmp_news;fmp_press;sec_edgar","https://www.prnewswire.com/news-releases/nuvalent-highlights-recent-pipeline-progress-reiterates-key-anticipated-milestones-and-reports-first-quarter-2026-financial-results-302763296.html;https://www.sec.gov/Archives/edgar/data/1861560/000119312526073304/nuvl-ex99_1.htm","drug","9134982669","123.96","123.99","71.13","99.9","0.0","1287476000","49.4","into 2029","company-guided","2029-12-15","https://www.sec.gov/Archives/edgar/data/1861560/000186156026000020/nuvl-ex99_1.htm","","","","","2026-07-24T12:34:14Z","","","","","",""
"PHAR","0001828316","Pharming Group N.V.","PDUFA","2026-10-24","day","Leniolisib","APDS","sec_edgar","https://www.sec.gov/Archives/edgar/data/1828316/000182831626000031/pharmingannouncesusfdaacce.htm","ngful proportion of the identified pediatric patient population. The resubmission includes additional data requested by the FDA on analytical methods used for production batch testing. The FDA has assigned a Prescription Drug User Fee Act (PDUFA) target action date of October 24, 2026. A separate sNDA seeking approval for lower doses for patients weighing less than 27 kg is planned for this summer. Fabrice Chouraqui, Chief Executive Officer of Pharming, commented We are pleased that the FDA has accepted our resubmission","0.9","True","2026-07-24T11:29:17Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1828316/000182831626000031/pharmingannouncesusfdaacce.htm","drug","930134279","13.17","21.34","9.535","30.8","2048.0","170900000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","",""
"ACHV","0000949858","ACHIEVE LIFE SCIENCES, INC.","PDUFA","2026-06-20","day","Custirsen","Non-Small Cell Lung Cancer","sec_edgar","https://www.sec.gov/Archives/edgar/data/949858/000119312526218175/d854692dex991.htm","dependence. In September 2025, the company announced that its New Drug Application, submitted to the U.S. Food and Drug Administration (FDA) in June 2025, had been accepted for review. The FDA has assigned a Prescription Drug User Fee Act (PDUFA) date of June 20, 2026. The NDA is for cytisinicline to be used as a treatment of nicotine dependence for smoking cessation in adults, based on two successfully completed Phase 3 studies and its open-label safety study. Additionally, the company has completed a","0.9","True","2026-07-24T11:30:27Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/949858/000119312526218175/d854692dex991.htm","drug","633406030","6.17","7.11","2.37","80.2","892970.0","29269000","7.8","~8 mo (estimated)","estimated","2027-03-18","","ELEVATED — under 12 months","","resolved","","2026-07-24T12:34:14Z","","","CRL","2026-06-20","https://www.sec.gov/Archives/edgar/data/949858/000119312526218175/d854692dex991.htm",""
"VERA","0001831828","Vera Therapeutics, Inc.","PDUFA","2026-07-07","day","Atacicept","IgA Nephropathy","sec_edgar","https://www.sec.gov/Archives/edgar/data/1831828/000119312526210351/vera-ex99_1.htm","l Results U.S. Food and Drug Administration (FDA) granted priority review to Biologics License Application (BLA) for the accelerated approval of atacicept in adult patients with IgA Nephropathy (IgAN) with a Prescription Drug User Fee Act (PDUFA) date of July 7, 2026 On track for U.S. commercial launch of atacicept in mid-2026, pending regulatory approval Strong balance sheet expected to be sufficient to fund operations beyond potential atacicept approval and U.S. commercial launch BRISBANE, Calif., Ma","0.9","True","2026-07-24T11:29:15Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1831828/000119312526210351/vera-ex99_1.htm","drug","2609308415","36.35","56.05","19.066","46.7","2972084.0","596760000","24.4","~24 mo (estimated)","estimated","2028-08-03","","","","resolved","FDA-confirmed approval 2026-07-07 (BLA761486); PDUFA was 2026-07-07","2026-07-24T12:34:14Z","","","Approved","2026-07-07","https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761486",""
"IRD","0001228627","Opus Genetics, Inc.","PDUFA","2026-10-17","day","OPGx-RDH12","Leber Congenital Amaurosis","sec_edgar","https://www.sec.gov/Archives/edgar/data/1228627/000114036126008621/ef20067388_ex99-1.htm","d to enter clinical testing this year. Phentolamine Ophthalmic Solution 0.75% (PS) The FDA accepted the Company s supplemental New Drug Application (sNDA) for Phentolamine Ophthalmic Solution 0.75% for the treatment of presbyopia and set a PDUFA action date of October 17, 2026. LYNX-3, the second pivotal Phase 3 trial in keratorefractive participants with visual disturbances under mesopic, low-contrast conditions (dim light disturbances), is ongoing with topline results expected in the first half of 2026. Recent","0.9","True","2026-07-24T11:31:11Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1228627/000114036126008621/ef20067388_ex99-1.htm","drug","241092238","2.92","5.81","1.04","39.4","1453161.0","59959000","18.5","into 2029","company-guided","2029-12-15","https://www.sec.gov/Archives/edgar/data/1228627/000162828026033856/ird-2026512xex991.htm","","","","","2026-07-24T12:34:14Z","","","","","",""
"TLX","0002007191","Telix Pharmaceuticals Ltd","PDUFA","2026-09-11","day","68Ga-PSMA-11","PCA","sec_edgar","https://www.sec.gov/Archives/edgar/data/2007191/000114036126014495/ef20070387_ex99-2.htm","US$M Telix ASX disclosure April 7, 2026. Revenue is provided on an unaudited basis. 5 TMS +11% QoQ Therapeutics 186 204 206 208 230 1 Pathway to launch new Precision Medicine products Pixclara 1 (TLX101-Px, Floretyrosine F 18 or 18F-FET): PDUFA2 goal date of September 11, 20263 Pixlumi 1 (TLX101-Px): European MAA4 submitted Illuccix (TLX591-Px) New Drug Application accepted in China Therapeutic pipeline advancement ProstACT Global Phase 3 Study of TLX591-Tx in prostate cancer: Part 1 objectives achieved, accepta","0.9","True","2026-07-24T11:27:26Z","","","","curated_pharma;sec_edgar","https://telixpharma.com/news-views/fda-accepts-nda-for-tlx101-px-pixclara/;https://www.sec.gov/Archives/edgar/data/2007191/000114036126014495/ef20070387_ex99-2.htm","drug","3560546785","10.51","14.27","6.28","52.9","121218.0","212529454","","","","","","","","","","2026-07-24T12:34:14Z","","","","","",""
"INBX","0002007919","Inhibrx Biosciences, Inc.","PDUFA","2027-04-14","day","INBRX-106","Head and Neck Squamous Cell Carcinoma (HNSCC)","sec_edgar","https://www.sec.gov/Archives/edgar/data/2007919/000200791926000033/inhibrx-20260615.htm","pproval of ozekibart (INBRX-109) for the treatment of patients with unresectable or metastatic conventional chondrosarcoma. The FDA has not identified any filing review issues at this time and has assigned a Prescription Drug User Fee Act (PDUFA) goal date of April 14, 2027. A copy of the press release is furnished as Exhibit 99.1 to this Current Report on Form 8-K. The information in Item 7.01 of this Current Report on Form 8-K, including Exhibit 99.1 attached hereto, is intended to be furnished and shall no","0.9","True","2026-07-24T11:27:14Z","","","","fmp_news;fmp_press;sec_edgar","https://www.prnewswire.com/news-releases/inhibrx-announces-us-fda-acceptance-of-bla-for-ozekibart-in-patients-with-conventional-chondrosarcoma-302800101.html;https://www.sec.gov/Archives/edgar/data/2007919/000200791926000033/inhibrx-20260615.htm","drug","1247050810","85.0","155.29","20.55","47.8","165532.0","161657000","14.7","~15 mo (estimated)","estimated","2027-10-13","","ELEVATED — thin runway around catalyst","","","","2026-07-24T12:34:14Z","","","","","",""
"COGT","0001622229","Cogent Biosciences, Inc.","PDUFA","2026-12-30","day","CGT9486","Advanced Gastrointestinal Stromal Tumors","sec_edgar","https://www.sec.gov/Archives/edgar/data/1622229/000119312526205124/cogt-ex99_1.htm","ted Breakthrough Therapy Designation as a treatment for GIST earlier in 2026. Announced the FDA accepted its NDA for bezuclastinib in patients with NonAdvanced Systemic Mastocytosis (NonAdvSM) and assigned a Prescription Drug User Fee Act (PDUFA) target action date of December 30, 2026 Presented six posters with bezuclastinib in patients with NonAdvSM at the 2026 AAAAI annual meeting Initiated Phase 1 studies for both CGT4255, a novel, selective, brain-penetrant ErbB2 inhibitor and CGT6297, a novel, selective and potenti","0.9","True","2026-07-24T11:29:16Z","","","","curated_pharma;sec_edgar","https://investors.cogentbio.com/news-releases/news-release-details/cogent-biosciences-announces-fda-acceptance-new-drug-application;https://www.sec.gov/Archives/edgar/data/1622229/000119312526205124/cogt-ex99_1.htm","drug","6875728320","40.24","43.73","10.38","89.5","3180832.0","866378000","36.5","into 2028","company-guided","2028-12-15","https://www.sec.gov/Archives/edgar/data/1622229/000119312526205124/cogt-ex99_1.htm","","","","","2026-07-24T12:34:14Z","","","","","",""
"CGEM","0001789972","Cullinan Therapeutics, Inc.","PDUFA","2027-02-27","day","CLN-081","Non Small Cell Lung Cancer","sec_edgar","https://www.sec.gov/Archives/edgar/data/1789972/000119312526210290/cgem-ex99_1.htm","al clinical data in SLE and RA for CLN-978, a CD19 T cell engager, to be presented at the EULAR 2026 Congress in June; multi-dose regimen data in RA expected in Q3 2026 Zipalertinib NDA for relapsed EGFR ex20ins NSCLC accepted by U.S. FDA; PDUFA target action date of February 27, 2027 Cash and investments of $393.3 million as of March 31, 2026; runway into 2029 CAMBRIDGE, Mass. May 7, 2026 (GLOBE NEWSWIRE) -- Cullinan Therapeutics, Inc. (Nasdaq: CGEM; Cullinan ), a clinical-stage biopharmaceutical company accelerating p","0.9","True","2026-07-24T11:28:31Z","","","","fmp_news;fmp_press;sec_edgar","https://www.globenewswire.com/news-release/2026/05/07/3289800/0/en/cullinan-therapeutics-provides-corporate-update-and-reports-first-quarter-2026-financial-results.html;https://www.sec.gov/Archives/edgar/data/1789972/000119312526210290/cgem-ex99_1.htm","drug","1061994240","17.28","19.43","5.68","84.4","368567.0","351885000","23.6","~12+ months (company-stated, non-specific)","company-guided","","https://www.sec.gov/Archives/edgar/data/1789972/000119312526210304/cgem-20260331.htm","","","","","2026-07-24T12:34:14Z","","","","","",""
"INO","0001055726","INOVIO PHARMACEUTICALS, INC.","PDUFA","2026-10-30","day","VGX-3100","Cervical Dysplasia","sec_edgar","https://www.sec.gov/Archives/edgar/data/1055726/000119312525332322/d78035dex991.htm","ed the company s Biologics License Application (BLA) for INO-3107 for review as a potential treatment for adults with RRP. The review classification designated by FDA is Standard. The FDA assigned INO-3107 a Prescription Drug User Fee Act (PDUFA) review goal date of October 30, 2026, which is the date by which it intends to take action on the application. The FDA has indicated that it is not currently planning to hold an advisory committee meeting to discuss this application. INOVIO filed its BLA under the accelerated","0.9","True","2026-07-24T11:29:15Z","","","","curated_pharma;sec_edgar","https://ir.inovio.com/news/news-details/2025/FDA-Accepts-for-Review-INOVIOs-BLA-for-INO-3107-for-the-Treatment-of-Adults-with-Recurrent-Respiratory-Papillomatosis-RRP/default.aspx;https://www.sec.gov/Archives/edgar/data/1055726/000119312525332322/d78035dex991.htm","drug","83918702","1.02","2.98","1.0","1.0","2245328.0","37681257","5.4","into early 2027","company-guided","2027-03-15","https://www.sec.gov/Archives/edgar/data/1055726/000105572626000019/ino-33126x8kex991.htm","ELEVATED — thin runway around catalyst","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 54M -> SEC 82M sh (2026-05-12)","","","","",""
"PRAX","0001689548","Praxis Precision Medicines","PDUFA","2027-01-29","day","ulixacaltamide","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1689548/000168954826000049/praxisq12026pr.htm","EX-99.1 2 praxisq12026pr.htm EX-99.1 Document Praxis Precision Medicines Provides Corporate Update and Reports First Quarter 2026 Financial Results FDA accepted the new drug application (NDA) for ulixacaltamide in Essential Tremor with a PDUFA target action date of January 29, 2027, and the NDA for relutrigine, with priority review, in SCN2A and SCN8A developmental and epileptic encephalopathies (DEEs) with a PDUFA target action date of September 27, 2026 EMBRAVE Part A study results showed elsunersen treatment led t","0.9","True","2026-07-24T11:28:19Z","","","","fmp_news;fmp_press;sec_edgar","https://www.globenewswire.com/news-release/2026/05/07/3289917/0/en/Praxis-Precision-Medicines-Provides-Corporate-Update-and-Reports-First-Quarter-2026-Financial-Results.html;https://www.sec.gov/Archives/edgar/data/1689548/000168954826000049/praxisq12026pr.htm","drug","8988116738","322.4","366.52","37.19","86.6","325369.0","786865000","33.4","into 2028","company-guided","2028-12-15","https://www.sec.gov/Archives/edgar/data/1689548/000168954826000049/praxisq12026pr.htm","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 21M -> SEC 28M sh (2026-05-04)","","","","",""
"EXEL","0000939767","EXELIXIS, INC.","PDUFA","2026-12-03","day","zanzalintinib","","sec_edgar","https://www.sec.gov/Archives/edgar/data/939767/000093976726000058/exel20260331exhibit991.htm","Exelixis announced that the U.S. FDA accepted its NDA for zanzalintinib as a treatment for patients with metastatic CRC, when used in combination with atezolizumab. The FDA assigned a standard review with a Prescription Drug User Fee Act (PDUFA) target action date of December 3, 2026. The NDA was based on positive results from the STELLAR-303 phase 3 pivotal trial, in which zanzalintinib in combination with atezolizumab demonstrated a statistically significant improvement in overall survival (OS) versus regorafenib in","0.9","True","2026-07-24T11:29:38Z","","","","curated_pharma;sec_edgar","https://ir.exelixis.com/news-releases/news-release-details/exelixis-announces-us-fda-accepted-new-drug-application;https://www.sec.gov/Archives/edgar/data/939767/000093976726000058/exel20260331exhibit991.htm","drug","13987910369","55.65","57.57","33.76","91.9","1659532.0","777207000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","",""
"MIRM","0001759425","Mirum Pharmaceuticals, Inc.","PDUFA","2026-09-26","day","zilurgisertib","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1759425/000175942526000036/mirm-20260506xexx991.htm","ibitor in development for fibrodysplasia ossificans progressiva (FOP). U.S. FDA accepted the New Drug Application (NDA) for zilurgisertib in FOP patients 12 years and older and granted Priority Review with a Prescription Drug User Fee Act (PDUFA) date of September 26, 2026. Results from the pivotal Phase 2 PROGRESS study in FOP formed the basis of the NDA filing for zilurgisertib Incyte plans to present the results at an upcoming medical conference. In return for the exclusive license of worldwide rights to","0.9","True","2026-07-24T11:30:33Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1759425/000175942526000036/mirm-20260506xexx991.htm","drug","6973813120","114.36","130.0","50.25","80.4","1403720.0","386259000","27.1","~27 mo (estimated)","estimated","2028-10-24","","","","","","2026-07-24T12:34:14Z","mcap corrected: FMP 50M -> SEC 61M sh (2026-05-01)","","","","",""
"IONS","0000874015","Ionis","PDUFA","2026-06-30","day","Donidalorsen","","sec_edgar","https://www.sec.gov/Archives/edgar/data/874015/000114036126017637/ef20071749_ex99-1.htm","Olezarsen on track to launch this year as a transformational medicine for severe hypertriglyceridemia (sHTG), assuming approval o sNDA accepted by the FDA for Priority Review for the treatment of sHTG with a Prescription Drug User Fee Act (PDUFA) target action date of June 30, 2026 o The European Medicines Agency (EMA) accepted an indication extension application in March for the treatment of adult patients with sHTG DAWNZERA (donidalorsen), the first and only RNA-targeted prophylactic therapy for hereditary angioede","0.9","True","2026-07-24T11:28:49Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/874015/000114036126017637/ef20071749_ex99-1.htm","drug","9233219004","55.87","86.74","40.03","33.9","3834334.0","1919113000","25.3","~25 mo (estimated)","estimated","2028-08-31","","","","resolved","FDA-confirmed approval 2026-06-24 (NDA218614); PDUFA was 2026-06-30","2026-07-24T12:34:14Z","","","Approved","2026-06-24","https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218614",""
"CELC","0001603454","Celcuity Inc.","PDUFA","2026-07-17","day","gedatolisib","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1603454/000149315226026761/form8-k.htm","DA approval in the third quarter of 2026. The FDA has granted Priority Review of Celcuity s New Drug Application ( NDA ) for gedatolisib in patients with HR+/HER2- PIK3CA wild-type ( WT ) ABC and assigned a Prescription Drug User Fee Act ( PDUFA ) goal date of July 17, 2026. Forward-Looking Statements This Current Report on Form 8-K (including the exhibit thereto) contains statements that constitute forward-looking statements within the meaning of the Private Securities Litigation Reform Act of 1995 including","0.9","True","2026-07-24T11:27:19Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1603454/000149315226026761/form8-k.htm","drug","4308013882","88.34","151.02","13.59","54.4","1751721.0","145191000","10.1","into 2027","company-guided","2027-12-15","https://www.sec.gov/Archives/edgar/data/1603454/000149315225021903/ex99-1.htm","ELEVATED — under 12 months","","resolved","FDA-confirmed approval 2026-07-14 (NDA219908); PDUFA was 2026-07-17","2026-07-24T12:34:14Z","","","Approved","2026-07-14","https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=219908",""
"ZYME","0001937653","Zymeworks Inc.","PDUFA","2026-08-25","day","zanidatamab","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1937653/000193765326000033/ex991q12026_earningsxrelea.htm","ults Jazz announced U.S. FDA acceptance with Priority Review of Supplemental Biologics License Application (sBLA) for zanidatamab in first-line HER2-positive unresectable locally advanced or metastatic gastroesophageal adenocarcinoma (GEA) PDUFA target action date of August 25, 2026 China s NMPA has accepted the sBLA for zanidatamab the U.S. FDA has granted Breakthrough Therapy Designation to zanidatamab in combination with fluoropyrimidine- and platinum-based chemotherapy ( ) TEVIMBRA, for this indication. Presented","0.9","True","2026-07-24T11:29:38Z","","","","curated_pharma;fmp_news;fmp_press;sec_edgar","https://ir.zymeworks.com/news-releases/news-release-details/zymeworks-announces-positive-herizon-gea-01-phase-3-results;https://seekingalpha.com/article/4907832-zymeworks-stock-royalty-backed-biotech-flywheel-with-underappreciated-adc-optionality;https://www.globenewswire.com/news-release/2026/05/07/3290579/0/en/zymeworks-provides-corporate-update-and-reports-first-quarter-2026-financial-results.html;https://www.sec.gov/Archives/edgar/data/1937653/000193765326000033/ex991q12026_earningsxrelea.htm","drug","1701029539","23.12","29.75","11.51","63.7","357858.0","364727000","58.3","into 2H 2027","company-guided","2027-12-15","https://www.sec.gov/Archives/edgar/data/1937653/000193765325000076/ex991q32025_earningsxrelea.htm","","","","","2026-07-24T12:34:14Z","","","","","",""
"GILD","0000882095","GILEAD SCIENCES, INC.","PDUFA","2026-08-27","day","Lenacapavir","","sec_edgar","https://www.sec.gov/Archives/edgar/data/882095/000088209526000022/exhibit991earningspressrel.htm","ology Announced U.S. Food and Drug Administration ( FDA ) accepted New Drug Application for bictegravir and lenacapavir ( BIC LEN ) for virologically suppressed people with HIV under priority review, with a Prescription Drug User Fee Act ( PDUFA ) target action date of August 27, 2026. Presented late-breaking Phase 3 results from the ARTISTRY-1 and ARTISTRY-2 trials at the 2026 Conference on Retroviruses and Opportunistic Infections (CROI), evaluating the investigational daily oral single-tablet regimen of BIC LEN for v","0.9","True","2026-07-24T11:29:10Z","","","","curated_pharma;sec_edgar","https://www.gilead.com/news/news-details/2026/u-s--fda-grants-priority-review-of-new-drug-application-for-gileads-once-daily-hiv-treatment-of-bictegravir-plus-lenacapavir;https://www.sec.gov/Archives/edgar/data/882095/000088209526000022/exhibit991earningspressrel.htm","drug","162471833712","130.86","157.29","108.46","45.9","6298021.0","9817000000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","",""
"SMMT","0001599298","Summit Therapeutics Inc.","PDUFA","2026-11-14","day","Ivonescimab","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1599298/000159929826000006/a2026_prx0129xfdablaacce.htm",". FDA Acceptance of Biologics License Application (BLA) Seeking Approval for Ivonescimab in Combination with Chemotherapy in Treatment of Patients with EGFRm NSCLC Post-TKI Therapy BLA Filing Based on HARMONi Global Phase III Study Results PDUFA Goal Action Date of November 14, 2026 Significant Unmet Need Remains; Over 14,000 U.S. Patients Eligible for Treatment Each Year in This Setting Miami, Florida, January 29, 2026 Summit Therapeutics Inc. (NASDAQ: SMMT) ( Summit, we, or the Company ) today announced that the U.S","0.9","True","2026-07-24T11:30:27Z","","","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1599298/000159929826000006/a2026_prx0129xfdablaacce.htm","drug","11626916422","14.98","30.98","12.55","13.2","3249070.0","690678000","20.3","~20 mo (estimated)","estimated","2028-04-01","","","","","","2026-07-24T12:34:14Z","","","","","",""
"VNDA","0001347178","Vanda Pharmaceuticals Inc.","PDUFA","2026-12-12","day","Imsidolimab","","sec_edgar","https://www.sec.gov/Archives/edgar/data/1347178/000162828026031241/vnda8-k562026exhibit991.htm","ncluding $10-30 million from newly launched NEREUS TM BYSANTI TM (milsaperidone) received FDA approval for bipolar I disorder and schizophrenia on February 20, 2026 Imsidolimab BLA for Generalized Pustular Psoriasis accepted for FDA review PDUFA target action date of December 12, 2026 WASHINGTON May 6, 2026 Vanda Pharmaceuticals Inc. (Vanda) (Nasdaq VNDA) today announced financial and operational results for the first quarter ended March 31, 2026. Vanda delivered strong commercial execution in the first quarter, highlig","0.9","True","2026-07-24T11:28:36Z","","","","fmp_news;fmp_press;sec_edgar","https://www.prnewswire.com/news-releases/vanda-pharmaceuticals-announces-the-publication-of-efficacy-and-safety-of-imsidolimab-for-generalized-pustular-psoriasis-in-nejm-evidence-302756392.html;https://www.prnewswire.com/news-releases/vanda-pharmaceuticals-reports-first-quarter-2026-financial-results-302764640.html;https://www.sec.gov/Archives/edgar/data/1347178/000162828026031241/vnda8-k562026exhibit991.htm","drug","322326612","5.36","9.94","4.14","21.0","866992.0","202310000","19.2","~19 mo (estimated)","estimated","2028-02-27","","","","","","2026-07-24T12:34:14Z","","","","","",""
